nettomiete;nettomiete.qm;wohnflaeche;zimmerzahl;baujahr;bezirk;wohnlage;warmwasser;z.heizung;bad.kacheln;bad.extras;geh.kueche
455,06;8,13;56;2;1973;19;einfache;ja;ja;ja;nein;nein
251,15;7,61;33;1;1972;9;einfache;ja;ja;ja;nein;nein
673,96;8,32;81;3;1981;20;einfache;ja;ja;ja;nein;nein
764,94;11,42;67;2;1993;20;gute;ja;ja;ja;nein;nein
914,73;7,38;124;4;1971;20;gute;ja;ja;ja;ja;nein
464,6;6,45;72;3;1957,5;5;einfache;ja;ja;ja;nein;nein
455,28;7,11;64;3;1957;5;gute;ja;ja;ja;nein;nein
409,42;5,12;80;3;1918;5;einfache;nein;nein;nein;nein;nein
483,19;13,06;37;1;1918;5;gute;ja;ja;ja;nein;ja
663,85;5,53;120;2;1918;5;gute;ja;ja;ja;nein;nein
656,83;6,57;100;3;1918;5;gute;ja;ja;ja;nein;nein
269,93;5,19;52;2;1993;4;einfache;ja;ja;ja;nein;nein
768,54;9,61;80;3;1966;4;einfache;ja;ja;nein;nein;nein
613,55;8,18;75;3;1966;4;einfache;ja;ja;ja;nein;nein
314,38;6,29;50;3;1948;4;einfache;ja;ja;ja;nein;nein
222,42;3,65;61;2;1957;3;gute;ja;nein;nein;nein;nein
330,12;5,24;63;3;1918;4;gute;ja;nein;ja;nein;nein
492,41;7,03;70;2;1992;15;gute;ja;ja;ja;nein;ja
629,49;7,68;82;3;1918;16;gute;ja;ja;ja;ja;nein
613,56;8,64;71;3;1989;13;einfache;ja;ja;ja;nein;nein
537,9;9,12;59;2;1998,5;13;gute;ja;ja;ja;nein;nein
530,62;8,84;60;2;1990;13;gute;ja;ja;ja;nein;ja
812,96;10,42;78;3;1987;13;einfache;ja;ja;ja;ja;ja
352,8;5,78;61;2;1918;9;einfache;ja;ja;ja;nein;nein
373,19;9,33;40;1;1975;5;einfache;ja;ja;ja;nein;nein
741,38;10,9;68;2;1992;6;einfache;ja;ja;ja;nein;nein
777,18;10,36;75;3;1918;6;einfache;ja;ja;ja;nein;nein
745,82;13,08;57;2;1994;20;gute;ja;ja;ja;nein;nein
418,63;5,37;78;3;1960;7;einfache;ja;ja;ja;nein;nein
317;9,91;32;1;1970;7;einfache;ja;ja;ja;nein;nein
209,3;6,54;32;1;1969;13;einfache;ja;ja;ja;nein;nein
505,7;7,22;70;2;1980;6;einfache;ja;ja;ja;nein;nein
1214,8;8,38;145;4;1996;25;einfache;ja;ja;ja;nein;ja
1278,25;10,56;121;3;1960;12;gute;ja;ja;ja;nein;ja
388,59;12,54;31;1;1960;2;gute;ja;ja;ja;nein;nein
664,69;8,31;80;3;1918;2;gute;ja;ja;ja;ja;nein
386,91;12,9;30;1;1960;2;einfache;ja;ja;ja;nein;nein
272,62;9,4;29;1;1966;5;einfache;ja;ja;ja;nein;nein
674,92;12,05;56;2;1957;5;einfache;ja;ja;ja;nein;nein
441,29;8,83;50;2;1957;3;gute;ja;ja;ja;nein;nein
322,51;8,06;40;1;1957;19;einfache;ja;ja;ja;nein;nein
603,56;13,12;46;2;1918;2;gute;ja;ja;ja;nein;nein
396,73;11,02;36;1;1988;24;einfache;ja;ja;ja;nein;nein
292,64;11,71;25;1;1960;3;gute;ja;ja;ja;nein;nein
500,18;5,21;96;4;1973;19;einfache;ja;ja;ja;nein;nein
1159,36;7,63;152;5;2000;19;gute;ja;ja;ja;nein;nein
373,56;8,69;43;2;1957,5;6;einfache;ja;ja;ja;nein;nein
586,29;7,15;82;3;1918;6;einfache;ja;ja;nein;nein;nein
633,65;7,37;86;4;1970;6;einfache;ja;ja;ja;nein;nein
313,66;5,7;55;2;1948;21;gute;ja;ja;ja;nein;nein
839,77;9,76;86;3;1918;3;gute;nein;ja;ja;nein;nein
1069,68;11,89;90;2;1981;3;gute;ja;ja;ja;nein;nein
326,86;7,26;45;2;1924;12;einfache;ja;ja;ja;nein;nein
783,44;8,8;89;3;1981;12;gute;ja;ja;ja;nein;nein
466,36;9,72;48;2;1918;12;gute;ja;ja;ja;nein;nein
342,57;10,71;32;1;1972;11;einfache;ja;ja;ja;nein;nein
697,71;8,72;80;2;1966;11;einfache;ja;ja;ja;nein;nein
668,24;11,72;57;2;1918;2;gute;ja;ja;ja;nein;nein
480,63;8,58;56;1;1918;2;gute;ja;ja;ja;nein;nein
511,93;6,83;75;4;1957;3;gute;ja;ja;nein;nein;nein
796,61;9,48;84;4;1960;3;gute;ja;ja;ja;nein;nein
623,79;12,23;51;2;1960;3;gute;ja;ja;nein;nein;nein
534,05;9,89;54;2;1987;2;einfache;ja;ja;ja;nein;nein
396,87;6,96;57;2;1957;3;gute;ja;ja;nein;nein;nein
843,64;9,7;87;3;1918;3;einfache;ja;ja;ja;nein;nein
624,96;11,36;55;2;1918;5;gute;ja;ja;ja;nein;nein
671,34;8,09;83;3;1960;9;gute;ja;ja;nein;nein;nein
846,58;9,51;89;4;1918;9;beste;ja;ja;ja;nein;ja
420,26;6,78;62;2;1918;2;gute;nein;nein;nein;nein;nein
1088,74;12,37;88;3;1960;9;gute;ja;ja;ja;nein;nein
447,1;9,12;49;2;1966;8;einfache;ja;ja;ja;nein;nein
310,4;6,9;45;2;1939;8;einfache;ja;ja;nein;ja;nein
997,04;11,73;85;3;1995;8;einfache;ja;ja;ja;ja;nein
613,12;6,59;93;4;1924;18;einfache;ja;ja;ja;nein;nein
486,26;4,96;98;4;1966;19;einfache;ja;ja;nein;nein;nein
380,13;5,51;69;3;1960;11;einfache;ja;ja;nein;nein;nein
383,48;7,99;48;2;1924;12;einfache;ja;ja;ja;nein;nein
398,81;6,43;62;3;1966;24;einfache;ja;ja;ja;nein;nein
466,79;8,19;57;2;1988;4;einfache;ja;ja;ja;nein;ja
1012,58;7,91;128;4;1972;4;einfache;ja;ja;ja;nein;nein
521,75;7,79;67;3;1960;4;einfache;ja;ja;nein;nein;nein
483,18;9,12;53;2;1957;2;gute;ja;ja;ja;nein;nein
855,03;10,3;83;3;1948;4;gute;ja;ja;ja;nein;nein
541,98;10,23;53;2;2001;13;einfache;ja;ja;ja;nein;nein
218,11;4,54;48;4;1957;25;gute;ja;ja;ja;nein;nein
406,93;6,26;65;2;1966;10;einfache;ja;ja;ja;nein;nein
276,2;8,63;32;1;1973;10;einfache;ja;ja;ja;nein;nein
813,56;12,91;63;2;1993;3;gute;ja;ja;ja;nein;nein
320,08;11,85;27;1;1972;3;gute;ja;ja;ja;nein;nein
489,83;7,54;65;3;1924;3;gute;ja;ja;ja;nein;nein
626,5;7,37;85;2;1993;20;gute;ja;ja;ja;nein;nein
305,31;8,72;35;1;1974;7;einfache;ja;ja;ja;nein;nein
555,55;7,31;76;3;1974;20;einfache;ja;ja;nein;nein;nein
289,08;6,88;42;1;1957;17;gute;ja;ja;ja;nein;nein
392,94;5,95;66;3;1966;16;einfache;ja;ja;nein;nein;nein
532,56;10,65;50;2;1918;17;einfache;ja;nein;nein;nein;nein
988;11,36;87;3;1992;17;gute;ja;ja;ja;nein;nein
397,98;4,28;93;4;1957,5;17;einfache;ja;ja;nein;ja;nein
470,39;9,8;48;2;1983;16;einfache;ja;ja;ja;nein;nein
505,99;10,12;50;2;1987;16;einfache;ja;ja;ja;nein;ja
260,15;5;52;2;1948;16;einfache;ja;ja;ja;nein;nein
802,99;8,54;94;4;1992;19;gute;ja;ja;ja;nein;nein
271,16;7,75;35;1;1966;19;einfache;ja;ja;ja;nein;nein
567,54;8,11;70;3;1973;16;einfache;ja;ja;ja;nein;nein
323,42;9,24;35;1;1970;21;einfache;ja;ja;ja;nein;nein
506,19;7,79;65;3;1966;7;einfache;ja;ja;nein;nein;nein
